ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001193125-25-300905	/s/ Katherine O'Neil, Attorney-in-Fact	26-NOV-2025
0001193125-25-300904	By: /s/ Norman Staskey, attorney-in-fact	26-NOV-2025
0001195697-25-000006	Thomas W. Toomey	26-NOV-2025
0000719955-25-000052	/s/ David R. King, Attorney-in-Fact for Laura Alber	26-NOV-2025
0000034088-25-000096	/s/ Marsha E. Stewart Schreiner by Power of Attorney	26-NOV-2025
0001193125-25-300899	/s/ Katherine O'Neil, Attorney-in-Fact	26-NOV-2025
0001284383-25-000005	/s/ Jessica L. Sherman, Attorney-in-Fact	26-NOV-2025
0000034088-25-000094	/s/ Marsha E. Stewart Schreiner by Power of Attorney	26-NOV-2025
0001193125-25-300897	/s/ Katherine O'Neil, Attorney-in-Fact	26-NOV-2025
0000034088-25-000092	/s/ Marsha E. Stewart Schreiner by Power of Attorney	26-NOV-2025
0001193125-25-300896	/s/ Katherine O'Neil, Attorney-in-Fact	26-NOV-2025
0001193125-25-300892	/s/ Katherine O'Neil, Attorney-in-Fact	26-NOV-2025
0000034088-25-000090	/s/ Marsha E. Stewart Schreiner by Power of Attorney	26-NOV-2025
0000912282-25-001323	/s/ Tereza Fonda as attorney-in-fact for Timothy Ambrose Crowley	26-NOV-2025
0001104659-25-116512	/s/ Timothy F. Ryan, Attorney-in-Fact	26-NOV-2025
0001695434-25-000018	Steven S. Fendley, by Eva Yee, Attorney-In-Fact	26-NOV-2025
0001193125-25-300885	/s/ Katherine O'Neil, Attorney-in-Fact	26-NOV-2025
0001193125-25-300883	/s/ Katherine O'Neil, Attorney-in-Fact	26-NOV-2025
0001441361-25-000011	/s/ Alphonse Valbrune, as Attorney-in-Fact, for Jim Cox	26-NOV-2025
0001193125-25-300880	/s/ Katherine O'Neil, Attorney-in-Fact	26-NOV-2025
0001937915-25-000008	/s/ Stephen Dang, Attorney-in-Fact	26-NOV-2025
0000058492-25-000652	/s/ Stanley Scott Luton, attorney-in-fact	26-NOV-2025
0000058492-25-000651	/s/ Stanley Scott Luton, attorney-in-fact	26-NOV-2025
0002038468-25-000007	/s/ Sheryl Southwick, Attorney-in-fact	26-NOV-2025
0001243621-25-000003	Scott I. Anderson, by Eva Yee, Attorney-In-Fact	26-NOV-2025
0000058492-25-000650	/s/ Stanley Scott Luton, attorney-in-fact	26-NOV-2025
0001628280-25-054205	/s/ To-Anh Nguyen, Attorney-in-Fact	26-NOV-2025
0001104659-25-116504	/s/ Judith Weinstein, as Attorney-in-Fact for BFI Co., LLC	26-NOV-2025
0001104659-25-116504	/s/ Judith Weinstein, as Attorney-in-Fact for Jack Bendheim	26-NOV-2025
0000058492-25-000649	/s/ Stanley Scott Luton, attorney-in-fact	26-NOV-2025
0000058492-25-000648	/s/ Stanley Scott Luton, attorney-in-fact	26-NOV-2025
0001193125-25-300865	/s/ Robert Dobson POA for Linda Sanford	26-NOV-2025
0001420756-25-000004	/s/ KEITH BORNEMANN	26-NOV-2025
0000058492-25-000647	/s/ Stanley Scott Luton, attorney-in-fact	26-NOV-2025
0001718156-25-000005	TURTLE CREEK REVOCABLE TRUST By: /s/ Gerald J. Ford Title: Trustee	26-NOV-2025
0001718156-25-000005	DIAMOND HTH STOCK COMPANY, LP By: Diamond HTH Stock Company GP, LLC Its: General Partner By: /s/ Gerald J. Ford Title: Sole Member	26-NOV-2025
0001718156-25-000005	DIAMOND HTH STOCK COMPANY GP, LLC By: /s/ Gerald J. Ford Title: Sole Member	26-NOV-2025
0001718156-25-000005	/s/ Gerald J. Ford	26-NOV-2025
0001324069-25-000026	/s/ Kathleen Peacock, by power of attorney	26-NOV-2025
0001469818-25-000006	Jonah Adelman, by Eva Yee, Attorney-In-Fact	26-NOV-2025
0001363249-25-000133	By: /s/ Van Huynh Attorney-in-Fact For: Bernard Shek	26-NOV-2025
0001363249-25-000132	By: /s/ Van Huynh Attorney-in-Fact For: David Goeckeler	26-NOV-2025
0001363249-25-000131	By: /s/ Van Huynh Attorney-in-Fact For: Alper Ilkbahar	26-NOV-2025
0001193125-25-300864	/s/ Robert Dobson POA for Jon Miller	26-NOV-2025
0000058492-25-000646	/s/ Stanley Scott Luton, attorney-in-fact	26-NOV-2025
0001193125-25-300859	/s/ Robert Dobson POA for Ellen Johnson	26-NOV-2025
0001193125-25-300858	/s/ Robert Dobson POA for Patrick Moore	26-NOV-2025
0001870293-25-000004	/s/ Kareem S. Tawfic, Attorney-in-Fact	26-NOV-2025
0001193125-25-300855	/s/ Robert Dobson POA for Mary Guilfoile	26-NOV-2025
0001818383-25-000162	/s/ Jeffrey B. Coyne	26-NOV-2025
0000058492-25-000645	/s/ Stanley Scott Luton, attorney-in-fact	26-NOV-2025
0001193125-25-300848	/s/ Robert Dobson POA for Jorge Benitez	26-NOV-2025
0001193125-25-300845	/s/ Robert Dobson POA for Philippe Krakowsky	26-NOV-2025
0001707011-25-000006	By: De Anna Mekwunye, Power of Attorney For: Elisabeth Donohue	26-NOV-2025
0001193125-25-300844	/s/ Robert Dobson POA for E. Lee Wyatt, Jr.	26-NOV-2025
0001193125-25-300842	/s/ Robert Dobson POA for Jocelyn Carter-Miller	26-NOV-2025
0001437749-25-036463	/s/ Edward D. Bagley	26-NOV-2025
0001193125-25-300835	/s/ Robert Dobson POA for Chris Carroll	26-NOV-2025
0001818383-25-000160	/s/ Jeffrey B. Coyne	26-NOV-2025
0002098348-25-000002	/s/ Jie Chai, Attorney-in-Fact	26-NOV-2025
0001493152-25-025210	/s/ James F. Wirth	26-NOV-2025
0001193125-25-300833	/s/ Robert Dobson POA for Andrew Bonzani	26-NOV-2025
0000912282-25-001320	/s/ Tereza Fonda as attorney-in-fact for Edward Grandy	26-NOV-2025
0001193125-25-300832	/s/ Robert Dobson POA for David Thomas	26-NOV-2025
0001193125-25-300830	/s/ Robert Dobson POA for Dawn Hudson	26-NOV-2025
0001493152-25-025207	/s/ James F. Wirth	26-NOV-2025
0001628280-25-054197	/s/ Mary Nuttall, attorney-in-fact for Samuel Yount	26-NOV-2025
0001493152-25-025205	/s/ Hansoo Michael Keyoung	26-NOV-2025
0001493152-25-025203	/s/ Rahul Singhvi	26-NOV-2025
0001903596-25-000559	/s/ John J. Boczar, Attorney-in-Fact for Harold L. Keene	26-NOV-2025
0001578850-25-000007	/s/ Avraham S. Adler, Attorney-in-Fact	26-NOV-2025
0002064832-25-000038	/s/ Matthew Kowalsky as attorney-in-fact	26-NOV-2025
0000097745-25-000172	/s/ Melodie T. Morin, Attorney-in-Fact for Michael D. Shafer	26-NOV-2025
0001493152-25-025198	/s/ Doug Samuelson	26-NOV-2025
0001493152-25-025197	/s/ John S Yu	26-NOV-2025
0001193125-25-300822	/s/Beverly J. Dozier, by power of attorney	26-NOV-2025
0001193125-25-300821	/s/ Joseph Douglas Lyon, as attorney-in-fact for William Guyer.	26-NOV-2025
0001213900-25-115612	/s/ Ron Stern	26-NOV-2025
0001301120-25-000023	/s/ Randall Moreadith	26-NOV-2025
0001754765-25-000005	/s/ Michael A. Pisetsky	26-NOV-2025
0002064832-25-000036	/s/ Matthew Kowalsky as attorney-in-fact	26-NOV-2025
0001679788-25-000236	/s/ Lawrence J. Brock, by Lailey Rezai, Attorney-in-Fact	26-NOV-2025
0001493152-25-025191	/s/ Michael D. Farkas	26-NOV-2025
0001578850-25-000006	/s/ Avraham S. Adler, Attorney-in-Fact	26-NOV-2025
0001579003-25-000005	/s/ Avraham S. Adler, Attorney-in-Fact	26-NOV-2025
0001679788-25-000235	/s/ Jennifer N. Jones, by Lailey Rezai, Attorney-in-Fact	26-NOV-2025
0000912282-25-001319	/s/ Tereza Fonda as attorney-in-fact for Edward Grandy	26-NOV-2025
0001193125-25-300816	/s/ John Ciroli, by Power of Attorney	26-NOV-2025
0001588428-25-000007	/s/ Penny Sanford	26-NOV-2025
0001899338-25-000010	Randall Clemons	26-NOV-2025
0001679788-25-000234	/s/ Paul Grewal, by Lailey Rezai, Attorney-in-Fact	26-NOV-2025
0001745916-25-000033	/s/ Derek W. Stark, attorney-in-fact for Mr. Jones	26-NOV-2025
0001240085-25-000059	Randall G. Ray, attorney-in-fact	26-NOV-2025
0002064832-25-000034	/s/ Matthew Kowalsky as attorney-in-fact	26-NOV-2025
0001712276-25-000013	/s/ Kyle Nelson, attorney-in-fact	26-NOV-2025
0001678511-25-000006	/s/ Robert Crouch, Vice President of Legal Affairs	26-NOV-2025
0002064832-25-000032	/s/ Matthew Kowalsky as attorney-in-fact	26-NOV-2025
0001193125-25-300801	/s/ David Wheeler,  Attorney-in-fact	26-NOV-2025
0001620052-25-000042	/s/ Enrique Colbert, Attorney-in-Fact for Steven Conine	26-NOV-2025
0001193125-25-300798	/s/ David Wheeler,  Attorney-in-fact	26-NOV-2025
0002064832-25-000030	/s/ Matthew Paul Kowalsky	26-NOV-2025
0001104659-25-116481	/s/ Joanna D. Massey	26-NOV-2025
0001666121-25-000078	/s/ Veena Bhatia, Attorney-in-Fact for Farquhar Scott	26-NOV-2025
0001666120-25-000076	/s/ Veena Bhatia, Attorney-in-Fact for Cannon-Brookes Michael	26-NOV-2025
0001620093-25-000042	/s/ Enrique Colbert, Attorney-in-fact for Niraj Shah	26-NOV-2025
0002073590-25-000010	/s/ Brendan Mulligan, Attorney-in-Fact	26-NOV-2025
0001104659-25-116480	/s/ Jay K. Yamamoto	26-NOV-2025
0001193125-25-300796	/s/ David Wheeler, Attorney-in-fact	26-NOV-2025
0001104659-25-116479	/s/ Donna H. Grier	26-NOV-2025
0001193125-25-300794	Jason White, attorney-in-fact for Normand A. Boulanger	26-NOV-2025
0001956655-25-000013	/s/ Jarrod Yahes, Attorney-in-fact	26-NOV-2025
0001193125-25-300793	/s/ David Leigh Wheeler	26-NOV-2025
0002073586-25-000008	/s/ Brendan Mulligan, Attorney-in-Fact	26-NOV-2025
0002064832-25-000028	/s/ Matthew Kowalsky as attorney-in-fact	26-NOV-2025
0001104659-25-116477	/s/ Aron Schwartz	26-NOV-2025
0001193125-25-300787	/s/ David Wheeler,  Attorney-in-fact	26-NOV-2025
0001214659-25-017300	/s/ Carrie H. Darling, Attorney-in-fact	26-NOV-2025
0002064832-25-000026	/s/ Matthew Kowalsky as attorney-in-fact	26-NOV-2025
0001204034-25-000010	/s/ Jeffrey D. Fisher, Attorney-in-Fact	26-NOV-2025
0001193125-25-300780	/s/ David Wheeler, Attorney-in-fact	26-NOV-2025
0001814876-25-000007	/s/ Sean Weisberg, as Attorney-in-Fact for Terrance P. Coyne	26-NOV-2025
0002064832-25-000024	/s/ Matthew Kowalsky as attorney-in-fact	26-NOV-2025
0001607841-25-000013	By: /s/ Jung Yeon Son, by power of attorney for Roelof F. Botha	26-NOV-2025
0001437749-25-036459	/s/ Michael A. Pollner, Attorney in Fact	26-NOV-2025
0001140361-25-043536	/s/ Ryan Barrett, as attorney in fact	26-NOV-2025
0001920061-25-000003	Diana Scherer, Attorney-in-Fact	26-NOV-2025
0001370939-25-000007	/s/ Jeffrey Hamet, Attorney-in-Fact for C. Randal Mills	26-NOV-2025
0001666689-25-000007	By: De Anna Mekwunye, Power of Attorney For: Julie Gruber	26-NOV-2025
0000919574-25-007187	Casdin Private Growth Equity Fund GP II, LLC, By: /s/ Eli Casdin, Managing Member	26-NOV-2025
0000919574-25-007187	Casdin Private Growth Equity Fund, L.P., By: Casdin Private Growth Equity Fund II GP, LLC, its General Partner, By: /s/ Eli Casdin, Managing Member	26-NOV-2025
0000919574-25-007187	Casdin Private Growth Equity Fund, L.P., By: Casdin Private Growth Equity Fund GP, LLC, its General Partner, By: /s/ Eli Casdin, Managing Member	26-NOV-2025
0000919574-25-007187	Casdin Partners Master Fund, LP, By: Casdin Partners GP, LLC, its General Partner, By: /s/ Eli Casdin, Managing Member	26-NOV-2025
0000919574-25-007187	Casdin Partners GP LLC, By: /s/ Eli Casdin, Managing Member	26-NOV-2025
0000919574-25-007187	Casdin Capital LLC, By: /s/ Eli Casdin, Managing Member	26-NOV-2025
0000919574-25-007187	/s/ Eli Casdin, Eli Casdin	26-NOV-2025
0000919574-25-007187	Casdin Private Growth Equity Fund GP, LLC, By: /s/ Eli Casdin, Managing Member	26-NOV-2025
0000899140-25-001376	/s/ BASSWOOD CAPITAL MANAGEMENT, L.L.C.	26-NOV-2025
0001424453-25-000004	/s/ Shirley Cantrell, Attorney-in-Fact	26-NOV-2025
0001193125-25-300722	/s/ Francis Cullo, Attorney-in-Fact	26-NOV-2025
0001019231-25-000012	/s/ Joan Moeller	26-NOV-2025
0001193125-25-300705	/s/ Rachel Quinlan as attorney in fact for Kevin Stein	26-NOV-2025
0001140361-25-043535	/s/ Alexander C. Kinzler Attorney-in-fact for Kenneth S. Grossman	26-NOV-2025
0001192482-25-000063	/s/ William M. Clancy, Attorney-in-Fact	25-NOV-2025
0001140361-25-043531	/s/ Alexander C. Kinzler Attorney-in-fact for Kenneth S. Grossman	26-NOV-2025
0001391387-25-000006	/s/ John Mitchell, Attorney-in-Fact	26-NOV-2025
0001299077-25-000005	Peter E. Maricondo, POA Amanda Roche, Finance Department Supervisor/VP	26-NOV-2025
0001502438-25-000013	/s/ Dirk Gardner, by power of attorney	26-NOV-2025
0000897069-25-001742	/s/ Mike Lomenzo, Attorney-in-Fact for Lisa Keith	26-NOV-2025
0001821974-25-000007	/s/ Jennifer Ishiguro, Attorney-in-fact for Scott W. Hart	26-NOV-2025
0001104659-25-116468	/s/ Lindsey Cochran, by power of attorney	26-NOV-2025
0001140361-25-043529	/s/ Alexander C. Kinzler as Attorney-in-fact for Joshua Horowitz	26-NOV-2025
0001584147-25-000003	/s/ John Mitchell	26-NOV-2025
0001683168-25-008703	/s/ Michael Elbaz, as attorney-in-fact	26-NOV-2025
0001683168-25-008702	/s/ Michael Elbaz, as attorney-in-fact	26-NOV-2025
0001683168-25-008701	/s/ Michael Elbaz	26-NOV-2025
0001878313-25-000045	/s/ Stan V. Smith	26-NOV-2025
0001205069-25-000007	/s/ Sven Wehrwein	26-NOV-2025
0000904454-25-000620	/s/ Ambra R. Roth, Attorney-in-Fact	26-NOV-2025
0001825546-25-000004	/s/ Thi L. La	26-NOV-2025
0001666600-25-000005	/s/ Justin J. Noznesky	26-NOV-2025
0001104659-25-116465	/s/ Lindsey Cochran, by power of attorney	26-NOV-2025
0001213900-25-115551	/s/ Tricia Branker, Attorney-in-Fact	26-NOV-2025
0001213900-25-115551	/s/ Tricia Branker, Attorney-in-Fact	26-NOV-2025
0000950142-25-003085	/s/ Richard L. Kohan, attorney-in-fact	26-NOV-2025
0001140361-25-043527	/s/ Lisa Storey, Attorney-in-fact	26-NOV-2025
0000950142-25-003084	/s/ Richard L. Kohan, attorney-in-fact	26-NOV-2025
0001193125-25-300677	/s/ Joseph Young, attorney-in-fact	26-NOV-2025
0001266824-25-000257	By: /s/ Sandra Garcia Attorney-in-Fact For: Cynthia Tregillis	26-NOV-2025
0001266824-25-000256	By: /s/ Sandra Garcia Attorney-in-Fact For: Irving Tan	26-NOV-2025
0001266824-25-000255	By: /s/ Sandra Garcia Attorney-in-Fact For: Roxanne M. Oulman	26-NOV-2025
0001140361-25-043525	/s/ Lisa Storey, Attorney-in-fact	26-NOV-2025
0001266824-25-000254	By: /s/ Sandra Garcia Attorney-in-Fact For: Vidyadhara K. Gubbi	26-NOV-2025
0001266824-25-000253	By: /s/ Sandra Garcia Attorney-in-Fact For: Brian Scott Davis	26-NOV-2025
0001266824-25-000252	By: /s/ Sandra Garcia Attorney-in-Fact For: Kimberly Alexy	26-NOV-2025
0001193125-25-300675	/s/ Joseph Young, attorney-in-fact	26-NOV-2025
0001783879-25-000318	/s/ Matthew Yorkavich, attorney-in-fact for Daniel M. Gallagher, Jr.	26-NOV-2025
0001705407-25-000003	/s/ Yukio Morikubo, Attorney in fact for Cary Baker	26-NOV-2025
0001870543-25-000010	Brian Capo, Attorney-in-Fact for John Hopmans	26-NOV-2025
0001560596-25-000006	/s/ Molly Johnson, as Power of Attorney	26-NOV-2025
0001731122-25-001608	/s/ Judit Nagypal	26-NOV-2025
0001758247-25-000006	/s/ Elizabeth M. Anderson, by Michael A. Smith as Attorney-in-fact	26-NOV-2025
0001356771-25-000007	Brian Capo, Attorney-in-Fact for Michael Rowles	26-NOV-2025
0001552281-25-000007	Brian Capo, Attorney-in-Fact for Joe Berchtold	26-NOV-2025
0001636178-25-000007	/s/ John S. Hess, Jr. under Power of Attorney	26-NOV-2025
0001673232-25-000013	/s/ John S. Hess, Jr. under Power of Attorney	26-NOV-2025
0001337041-25-000007	Brian Capo, Attorney-in-Fact for Michael Rapino	26-NOV-2025
0001683168-25-008700	/s/ James Muchmore, attorney-in-fact for Elizabeth C. Fascitelli	26-NOV-2025
0001683168-25-008699	/s/ James Muchmore, attorney-in-fact for David Schellenberg	26-NOV-2025
0001683168-25-008698	/s/ James Muchmore, attorney-in-fact for Ernest Michael Freedman	26-NOV-2025
0001683168-25-008696	/s/ James Muchmore, attorney-in-fact for Jeffrey E. Kelter	26-NOV-2025
0001683168-25-008697	/s/ James Muchmore, attorney-in-fact for Robert F. Savage, Jr.	26-NOV-2025
0001683168-25-008695	/s/ James Muchmore, attorney-in-fact for Meghan Pasricha	26-NOV-2025
0001683168-25-008694	/s/ James Muchmore, attorney-in-fact for Dan Drohan	26-NOV-2025
0001683168-25-008693	/s/ James Muchmore, attorney-in-fact for Hugh Wyman Howard III	26-NOV-2025
0001683168-25-008692	/s/ James Muchmore, attorney-in-fact for Dean Heller	26-NOV-2025
0000897069-25-001740	/s/ John K. Wilson, Attorney-in-Fact for Aravind Padmanabhan	26-NOV-2025
0001231589-25-000011	/s/ John S.  Hess, Jr. under Power of Attorney	26-NOV-2025
0001104659-25-116458	Fertitta Entertainment, LLC, By: /s/ Steve Scheinthal, Vice President	26-NOV-2025
0001104659-25-116458	Hospitality Headquarters, Inc., By: /s/ Paige Fertitta, President	26-NOV-2025
0001104659-25-116458	Fertitta Entertainment, Inc., By: /s/ Paige Fertitta, President	26-NOV-2025
0001104659-25-116458	/s/ Tilman J. Fertitta	26-NOV-2025
0001493152-25-025164	/s/ Ronald Chillemi, Attorney-in-Fact	26-NOV-2025
0001493152-25-025163	/s/ Alex P. Hamilton	26-NOV-2025
0001493152-25-025161	SVF Endurance (Cayman) Limited, By: /s/ Nilani Perera, Director	26-NOV-2025
0001493152-25-025161	SB Investment Advisers (UK) Limited, By: /s/ Amanda Sanchez-Barry, General Counsel	26-NOV-2025
0001493152-25-025161	SoftBank Vision Fund (AIV M1) L.P., By: SB Investment Advisers (UK) Limited, its manager, By: /s/ Amanda Sanchez-Barry, General Counsel	26-NOV-2025
0001213900-25-115525	/s/Corinne Pankovcin	26-NOV-2025
0001140361-25-043514	/s/ Lisa Storey	26-NOV-2025
0001506560-25-000006	/s/ A. CATHERINE NGO	26-NOV-2025
0001094581-25-000013	/s/ STEPHEN M CASE	26-NOV-2025
0001214659-25-017287	/s/ Milton C. Ault, III	26-NOV-2025
0001193125-25-300646	By: /s/ Mitchell P. Rales	26-NOV-2025
0001193125-25-300645	/s/ Joshua Patterson, Attorney-in-Fact for Christina Rossi	26-NOV-2025
0001193125-25-300644	By:  /s/ Gerardo Hernandez, Attorney-in-Fact	26-NOV-2025
0001193125-25-300643	/s/Nathaniel D. DeRose, Attorney-in-fact	26-NOV-2025
0001193125-25-300642	/s/ Jennifer Carmichael (Attorney in Fact)	26-NOV-2025
0001193125-25-300639	/s/ Rohan Ranadive, Attorney-in-Fact	26-NOV-2025
0001193125-25-300638	/s/ Nathan McConarty, attorney-in-fact	26-NOV-2025
0001622058-25-000017	/s/ Stephen P. Ewald, Attorney-in-Fact for August J. Troendle	26-NOV-2025
0001507947-25-000007	/s/ Richard G. Kyle	26-NOV-2025
0001197652-25-000007	/s/ Rebecca Peters, Attorney-in-Fact for A. Brooke Seawell	26-NOV-2025
0001818224-25-000005	/s/ Tina Ashcraft, Attorney-in-Fact for John Dabiri	26-NOV-2025
0001068754-25-000006	/s/ Darin Lippoldt, Attorney-in-Fact	26-NOV-2025
0001452681-25-000014	Deborah L. Wussler, as Attorney-in-Fact	26-NOV-2025
0002082151-25-000003	/s/ Richard Medway, attorney in fact	26-NOV-2025
0001991536-25-000006	/s/ Jonathan Wygant as attorney-in-fact	26-NOV-2025
0001020741-25-000006	/s/ Jonathan Wygant, as attorney-in-fact	26-NOV-2025
0001193125-25-300564	/s/ Daniel Rodriguez as Attorney-in-Fact for Tony Prophet	26-NOV-2025
0001111711-25-000059	/s/ Ashley Bancroft, Attorney-in-Fact	26-NOV-2025
0001140361-25-043510	/s/ Lisa Storey, Attorney-in-fact	26-NOV-2025
0000897069-25-001738	/s/ Russell E. Ryba, Attorney-in-Fact for Ryan F. Raber	26-NOV-2025
0001944496-25-000004	/s/ Amy Seidel, by power-of-attorney	26-NOV-2025
0001225208-25-009474	/s/ Laura L. Aossey on behalf of Craig C. Price	26-NOV-2025
0001225208-25-009473	/s/ Laura L. Aossey on behalf of R. Bruce McDonald	26-NOV-2025
0001677418-25-000014	/s/ Stephen P. Ewald, Attorney-in-Fact for Susan E. Burwig	26-NOV-2025
0001833851-25-000005	/s/ Steven Madrid, by power of attorney	25-NOV-2025
0001225208-25-009472	Courtney Tippy, Attorney-in-fact	26-NOV-2025
0001628280-25-054168	/s/ Brandon Hetzel, as Attorney-in-Fact	26-NOV-2025
0001910507-25-000004	/s/ Amy Seidel, by power-of-attorney	26-NOV-2025
0001628280-25-054166	/s/ Marissa Savells by Power of Attorney for Donnie King	26-NOV-2025
0001963980-25-000012	/s/ Cara Angelmar, Attorney-in-Fact	26-NOV-2025
0001628280-25-054165	/s/ Marissa Savells by Power of Attorney for Jacqueline Hanson	26-NOV-2025
0001628280-25-054163	/s/ Marissa Savells by Power of Attorney for Devin Cole	26-NOV-2025
0001851809-25-000004	/s/ Amy Seidel, by power-of-attorney	26-NOV-2025
0001628280-25-054162	/s/ Marissa Savells by Power of Attorney for Curt Calaway	26-NOV-2025
0001628280-25-054160	/s/ Adam S. Deckinger	26-NOV-2025
0001193125-25-300544	/s/ Christopher L. Green, as Attorney-in-Fact	26-NOV-2025
0001012975-25-000824	/s/ Ronald Palmese Jr., Esq. - Attorney-in-Fact for Stephanie Sentell	26-NOV-2025
0001547258-25-000004	/s/ Peter Kaes, Attorney-in-Fact	26-NOV-2025
0001628280-25-054159	/s/ Marissa Savells by Power of Attorney for Lori Bondar	26-NOV-2025
0001628280-25-054158	/s/ Marissa Savells by Power of Attorney for John R. Tyson	26-NOV-2025
0001079847-25-000008	/s/ Jane Spray, Attorney-in-Fact	26-NOV-2025
0001631325-25-000005	/s/ Amy Seidel, by power-of-attorney	26-NOV-2025
0001610717-25-000404	/s/ Jack Anders	26-NOV-2025
0001610717-25-000403	/s/ Jack Anders, as attorney-in fact for Mark A. Goldsmith	26-NOV-2025
0001731122-25-001606	/s/ Michael D Murray	26-NOV-2025
0001628280-25-054150	/s/ Cesare Suardi, Attorney-in-Fact for Tara Long	26-NOV-2025
0001766109-25-000004	/s/ J Bryant Kirkland III, Attorney in fact for Michael S. Liebowitz	26-NOV-2025
0001823308-25-000005	/s/ Shanti Ariker pursuant to power of attorney	26-NOV-2025
0001631062-25-000005	/s/ Shanti Ariker pursuant to power of attorney	26-NOV-2025
0001833552-25-000005	/s/ Kimberly Hackman, by power of attorney	26-NOV-2025
0001540227-25-000004	/s/ Aaron P. Diefenthaler	26-NOV-2025
0001781698-25-000006	/s/ Seth A. Davis	26-NOV-2025
0001193125-25-300537	/s/ Patrick Wilson as Attorney-in-Fact for Carlos M. Hernandez	26-NOV-2025
0001193125-25-300536	/s/ Joshua F. Patterson, Attorney-in-Fact for Christina Rossi	26-NOV-2025
0000947871-25-001043	/s/ Jennifer L. Chu, as attorney-in-fact (2)	26-NOV-2025
0001591430-25-000005	/s/ Amy Seidel, by power-of-attorney	26-NOV-2025
0001217081-25-000010	/s/ Jane Spray, Attorney-in-Fact	26-NOV-2025
0001070750-25-000170	By: /s/ William K. Kelso For: Michael E. Lentz	26-NOV-2025
0001628280-25-054149	/s/ Julie A. Courkamp, Attorney-in-Fact	26-NOV-2025
